Root Chord,Taper,Sweep,Twist,Wingspan,CL,CD,L_D
15.0,0.9,10.0,0.0,70.0,0.762804648609,0.05337227518,14.292151609359218
15.0,0.9,10.0,0.0,90.0,0.830329928778,0.051439146881,16.14198483304741
15.0,0.9,10.0,0.0,110.0,0.876860712048,0.04907365479,17.868257740336116
15.0,0.9,10.0,0.0,130.0,0.911829167293,0.046869202797,19.45476161056796
15.0,0.9,10.0,0.0,150.0,0.925536582939,0.0417801406,22.15254830758037
15.0,0.9,20.0,0.0,50.0,0.651904931251,0.053001952062,12.299640030020448
15.0,0.9,20.0,0.0,70.0,0.744519529112,0.05147084014,14.464880058046786
15.0,0.9,20.0,0.0,90.0,0.807060715939,0.049526068882,16.295674866945117
15.0,0.9,20.0,0.0,110.0,0.848525836222,0.046776103179,18.140156587540265
15.0,0.9,20.0,0.0,130.0,0.866768040356,0.041425327508,20.923625532920916
15.0,0.9,20.0,0.0,150.0,0.895488454495,0.040434223233,22.14679503881642
15.0,0.9,30.0,0.0,50.0,0.628153530012,0.049554240159,12.676080351479575
15.0,0.9,30.0,0.0,70.0,0.708915804265,0.047652053675,14.876920291830423
15.0,0.9,30.0,0.0,90.0,0.763196278155,0.045632394266,16.724879122190742
15.0,0.9,30.0,0.0,110.0,0.786668933831,0.040249113359,19.54500032868662
15.0,0.9,30.0,0.0,130.0,0.813634625933,0.038076023447,21.36868696557928
15.0,0.9,30.0,0.0,150.0,0.838337481654,0.036986356974,22.666127465414327
15.0,1.0,0.0,0.0,50.0,0.64767897131,0.055114055481,11.751611556389287
15.0,1.0,0.0,0.0,70.0,0.746308600992,0.053146701309,14.042425637160255
15.0,1.0,0.0,0.0,90.0,0.816547440858,0.051572855615,15.832891762939468
15.0,1.0,0.0,0.0,110.0,0.867792669476,0.049870163624,17.40103914674896
15.0,1.0,0.0,0.0,130.0,0.905175520512,0.047763697915,18.95111894650295
15.0,1.0,0.0,0.0,150.0,0.933535257396,0.045917390159,20.330756041739516
15.0,1.0,10.0,0.0,50.0,0.643352212693,0.054178282344,11.874725164007499
15.0,1.0,10.0,0.0,70.0,0.739934738654,0.052650378818,14.05374007301601
15.0,1.0,10.0,0.0,90.0,0.80892883809,0.051041513967,15.84844913912622
15.0,1.0,10.0,0.0,110.0,0.859205223418,0.049454472349,17.373660714739657
15.0,1.0,10.0,0.0,130.0,0.895865347342,0.047483540594,18.866860729740974
15.0,1.0,10.0,0.0,150.0,0.923722386005,0.045520108364,20.292622737592918
15.0,1.0,20.0,0.0,50.0,0.630228877808,0.05205114003,12.107878471917495
15.0,1.0,20.0,0.0,70.0,0.720492358487,0.05044355288,14.283140606708987
15.0,1.0,20.0,0.0,90.0,0.784845669568,0.049102228335,15.983911447223733
15.0,1.0,20.0,0.0,110.0,0.83131665077,0.047394232066,17.540460400589037
15.0,1.0,20.0,0.0,130.0,0.86487039279,0.04538557723,19.05606242280682
15.0,1.0,20.0,0.0,150.0,0.891109514111,0.043618846601,20.429460738894697
15.0,1.0,30.0,0.0,50.0,0.605967887608,0.048431415484,12.51187646597259
15.0,1.0,30.0,0.0,70.0,0.688728289721,0.047501684198,14.499028852328525
15.0,1.0,30.0,0.0,90.0,0.743616611506,0.045681370552,16.278334089375157
15.0,1.0,30.0,0.0,110.0,0.781981927335,0.043523003333,17.96709481080516
15.0,1.0,30.0,0.0,130.0,0.810961099499,0.041604483545,19.492156383142046
15.0,1.0,30.0,0.0,150.0,0.819135841766,0.036640975721,22.355732227308824
16.11111111111111,0.7,0.0,0.0,50.0,0.685030157669,0.055988082556,12.23528519634199
16.11111111111111,0.7,0.0,0.0,70.0,0.77674429194,0.052263906588,14.861963880027744
16.11111111111111,0.7,0.0,0.0,90.0,0.842656203714,0.049433991659,17.046088641328343
16.11111111111111,0.7,0.0,0.0,110.0,0.891326230511,0.04699309978,18.967172514343126
16.11111111111111,0.7,0.0,0.0,130.0,0.926734670105,0.044622789309,20.768192317329795
16.11111111111111,0.7,0.0,0.0,150.0,0.953667865694,0.042478765392,22.450460998416958
16.11111111111111,0.7,10.0,0.0,50.0,0.687262168279,0.057158705351,12.023753233364237
16.11111111111111,0.7,10.0,0.0,70.0,0.787170752867,0.054846462264,14.3522612101762
16.11111111111111,0.7,10.0,0.0,90.0,0.839704821354,0.049000044761,17.136817434549283
16.11111111111111,0.7,10.0,0.0,110.0,0.886753524329,0.046559317002,19.045672948572435
16.11111111111111,0.7,10.0,0.0,130.0,0.921157937328,0.044175592043,20.85219223392311
16.11111111111111,0.7,10.0,0.0,150.0,0.948012566496,0.042138831772,22.497362329012788
16.11111111111111,0.7,20.0,0.0,50.0,0.679932494171,0.055545497131,12.241001148435648
16.11111111111111,0.7,20.0,0.0,70.0,0.77326357764,0.05335635112,14.492437383900326
16.11111111111111,0.7,20.0,0.0,90.0,0.819477708595,0.047129603385,17.387748882601805
16.11111111111111,0.7,20.0,0.0,110.0,0.862374241277,0.044658823765,19.310276639056035
16.11111111111111,0.7,20.0,0.0,130.0,0.893420607103,0.042208919772,21.166630464105495
16.11111111111111,0.7,20.0,0.0,150.0,0.916401995341,0.039982756403,22.91993043461706
16.11111111111111,0.7,30.0,0.0,50.0,0.659886374007,0.052261178837,12.626702816351552
16.11111111111111,0.7,30.0,0.0,70.0,0.728350337514,0.046901492101,15.52936388346738
16.11111111111111,0.7,30.0,0.0,90.0,0.778400774494,0.043590826606,17.856985863783965
16.11111111111111,0.7,30.0,0.0,110.0,0.81571850211,0.041242662036,19.77851239083388
16.11111111111111,0.7,30.0,0.0,130.0,0.841158605467,0.038819740009,21.668321458927473
16.11111111111111,0.7,30.0,0.0,150.0,0.86039119331,0.036613957443,23.49899473853496
16.11111111111111,0.7999999999999999,0.0,0.0,50.0,0.664314620653,0.056227578554,11.814747099859611
16.11111111111111,0.7999999999999999,0.0,0.0,70.0,0.765764914591,0.054465518847,14.059627647027893
